"taxon"	"dataset"	"level"	"phase"	"val_min_gene_length"	"val_max_gene_length"	"val_mean_gene_length"	"val_num_samples"	"train_min_gene_length"	"train_max_gene_length"	"train_mean_gene_length"	"train_num_samples"	"min_gene_length"	"max_gene_length"	"mean_gene_length"	"num_samples"	"genus_confusion"	"species_confusion"
"Taraxacum_phymatocarpum"	"Asteraceae"	"species"	"train"	552	552	552	4	510	552	548.181818181818	22	510	552	548.769230769231	26	NA	0.111111111111111
"Tarucus"	"Lycaenidae"	"genus"	"train"	627	658	642.5	2	658	658	658	2	627	658	650.25	4	0	NA
"Tarucus_balkanicus"	"Lycaenidae"	"species"	"train"	627	658	642.5	2	658	658	658	2	627	658	650.25	4	NA	0
"Tharsalea"	"Lycaenidae"	"genus"	"train"	609	658	654.5	14	655	658	657.931818181818	44	609	658	657.103448275862	58	0	NA
"Tharsalea_arota"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	4	658	658	658	6	NA	0
"Tharsalea_dione"	"Lycaenidae"	"species"	"train"	609	658	633.5	2	658	658	658	4	609	658	649.833333333333	6	NA	0
"Tharsalea_dorcas"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	6	658	658	658	8	NA	0
"Tharsalea_epixanthe"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Tharsalea_mariposa"	"Lycaenidae"	"species"	"train"	658	658	658	2	655	658	657.727272727273	11	655	658	657.769230769231	13	NA	0
"Tharsalea_nivalis"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	4	658	658	658	6	NA	0
"Tharsalea_rubidus"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	13	658	658	658	15	NA	0
"Thecla"	"Lycaenidae"	"genus"	"train"	658	658	658	2	307	658	645.21568627451	51	307	658	645.698113207547	53	0	NA
"Thecla_betulae"	"Lycaenidae"	"species"	"train"	658	658	658	2	307	658	645.21568627451	51	307	658	645.698113207547	53	NA	0
"Theclinesthes"	"Lycaenidae"	"genus"	"train"	550	658	640	6	369	658	633.619047619048	21	369	658	635.037037037037	27	0.5	NA
"Theclinesthes_albocincta"	"Lycaenidae"	"species"	"train"	658	658	658	2	645	645	645	16	645	658	646.444444444444	18	NA	0.333333333333333
"Theclinesthes_miskini"	"Lycaenidae"	"species"	"train"	550	658	604	2	645	658	653	3	550	658	633.4	5	NA	0.166666666666667
"Theclinesthes_serpentata"	"Lycaenidae"	"species"	"train"	658	658	658	2	369	658	513.5	2	369	658	585.75	4	NA	0
"Theritas"	"Lycaenidae"	"genus"	"train"	660	660	660	2	658	660	658.5	4	658	660	659	6	0	NA
"Theritas_hemon"	"Lycaenidae"	"species"	"train"	660	660	660	2	658	660	658.5	4	658	660	659	6	NA	0
"Thinopyrum"	"Poaceae"	"genus"	"train"	546	552	549	4	550	603	577	12	546	603	570	16	0.5	NA
"Thinopyrum_intermedium"	"Poaceae"	"species"	"train"	546	552	549	4	550	603	577	12	546	603	570	16	NA	0.5
"Tmolus"	"Lycaenidae"	"genus"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	0	NA
"Tmolus_echionDHJ01"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	2	658	658	658	4	NA	0
"Tomares"	"Lycaenidae"	"genus"	"train"	623	658	646.5	6	271	658	648.096153846154	52	271	658	647.931034482759	58	0	NA
"Tomares_ballus"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	22	658	658	658	24	NA	0
"Tomares_callimachus"	"Lycaenidae"	"species"	"train"	623	658	640.5	2	612	658	652	15	612	658	650.647058823529	17	NA	0
"Tomares_nogelii"	"Lycaenidae"	"species"	"train"	624	658	641	2	271	658	629.666666666667	15	271	658	631	17	NA	0
"Trisetum"	"Poaceae"	"genus"	"train"	549	552	551.25	8	521	571	549.857142857143	42	521	571	550.08	50	0.5	NA
"Trisetum_flavescens"	"Poaceae"	"species"	"train"	549	552	550.5	4	542	542	542	6	542	552	545.4	10	NA	0.5
"Trisetum_spicatum"	"Poaceae"	"species"	"train"	552	552	552	4	521	571	551.166666666667	36	521	571	551.25	40	NA	0
"Triticum"	"Poaceae"	"genus"	"train"	547	553	550	4	549	559	554	4	547	559	552	8	0.5	NA
"Triticum_aestivum"	"Poaceae"	"species"	"train"	547	553	550	4	549	559	554	4	547	559	552	8	NA	0.5
"Tytthaspis"	"Coccinellidae"	"genus"	"train"	416	658	537	2	604	658	651.25	8	416	658	628.4	10	0.5	NA
"Tytthaspis_sedecimpunctata"	"Coccinellidae"	"species"	"train"	416	658	537	2	604	658	651.25	8	416	658	628.4	10	NA	0.5
"Vibidia"	"Coccinellidae"	"genus"	"train"	658	658	658	2	658	658	658	3	658	658	658	5	0	NA
"Vibidia_duodecimguttata"	"Coccinellidae"	"species"	"train"	658	658	658	2	658	658	658	3	658	658	658	5	NA	0
"Youngia"	"Asteraceae"	"genus"	"train"	551	607	579	4	509	576	545.75	16	509	607	552.4	20	0	NA
"Youngia_japonica"	"Asteraceae"	"species"	"train"	551	607	579	4	509	576	545.75	16	509	607	552.4	20	NA	0
"Ziegleria"	"Lycaenidae"	"genus"	"train"	632	658	648.75	4	307	658	622.846153846154	13	307	658	628.941176470588	17	0.5	NA
"Ziegleria_hesperitis"	"Lycaenidae"	"species"	"train"	647	658	652.5	2	612	658	646.222222222222	9	612	658	647.363636363636	11	NA	0
"Ziegleria_hesperitisDHJ01_near_but_not_hesperitis"	"Lycaenidae"	"species"	"train"	632	658	645	2	307	658	570.25	4	307	658	595.166666666667	6	NA	0.5
"Zizeeria"	"Lycaenidae"	"genus"	"train"	550	658	622.5	4	539	658	629.387096774194	31	539	658	628.6	35	0	NA
"Zizeeria_karsandra"	"Lycaenidae"	"species"	"train"	550	624	587	2	539	658	623.608695652174	23	539	658	620.68	25	NA	0
"Zizeeria_knysna"	"Lycaenidae"	"species"	"train"	658	658	658	2	562	658	646	8	562	658	648.4	10	NA	0
"Zizina"	"Lycaenidae"	"genus"	"train"	550	658	609	4	264	658	609.119047619048	42	264	658	609.108695652174	46	0	NA
"Zizina_labradus"	"Lycaenidae"	"species"	"train"	550	658	604	2	264	658	587.952380952381	21	264	658	589.347826086957	23	NA	0
"Zizina_otis"	"Lycaenidae"	"species"	"train"	610	618	614	2	594	658	630.285714285714	21	594	658	628.869565217391	23	NA	0
"Zizula"	"Lycaenidae"	"genus"	"train"	603	658	644.25	4	307	658	624.5	22	307	658	627.538461538462	26	0.25	NA
"Zizula_cyna"	"Lycaenidae"	"species"	"train"	658	658	658	2	658	658	658	11	658	658	658	13	NA	0
"Zizula_hylax"	"Lycaenidae"	"species"	"train"	603	658	630.5	2	307	630	591	11	307	658	597.076923076923	13	NA	0.25
